,ref,id
781,Cogs,5f493dabbe37ce64d0ae36ba
782,Cpgs,55a58719e4b0d0a65b3693cc
783,Cogs,5fd3ae1fbe37ce0d9386bb54
784,Cpgs,5332f5ebe4b03c9a25efd0a8
785,Cogs,5fb6d381be37ce522e165cbd
786,Cogs,59b96571e4b0bf7c7980588b
787,Cogs,5a734034e4b0d58f376be874
788,Cogs,5f4a64e7be37ce17d23b3178
789,Cpgs,53e10d6368abd3c7065097cc
790,Cogs,559c2234e4b06aca36af13c6
791,Cogs,5a734034e4b0d58f376be874
792,Cogs,5f16f535be37ce2b30061e24
793,Cogs,5332f5fbe4b03c9a25efd0ba
794,Cogs,5fb6d381be37ce522e165cbd
795,Cogs,5ff74126be37ce1e961f326e
796,Cogs,5ff74126be37ce1e961f326e
797,Cogs,5ff74126be37ce1e961f326e
798,Cogs,5ff744ffbe37ce1e961f3274
799,Cogs,5ff74126be37ce1e961f326e
800,Cogs,5332fa12e4b03c9a25efd1e7
801,Cogs,5ffe3686be37ce5e01754c5d
802,Cogs,5ffe3a85be37ce7aab2d4fd4
803,Cogs,5ffe3686be37ce5e01754c5d
804,Cogs,5332fa12e4b03c9a25efd1e7
805,Cogs,5ffe3686be37ce5e01754c5d
806,Cogs,5ffe3686be37ce5e01754c5d
807,Cogs,5d9b4f591dda2c6225a284aa
808,Cpgs,5332f5ebe4b03c9a25efd0a8
809,Cogs,5d5d4fd16d5f3b23d1bc7905
810,Cogs,5e5ea9cc9c50da1291a6d074
811,Cogs,5332f5f6e4b03c9a25efd0b4
812,Cogs,5f38578fbe37ce5178517ad3
813,Cogs,5f772951be37ce6b592e90d1
814,Cogs,5332fa12e4b03c9a25efd1e7
815,Cogs,5f4a650bbe37ce17d23b317e
816,Cogs,5f43faadbe37ce3ef3fd371a
817,Cogs,5332fa12e4b03c9a25efd1e7
818,Cogs,5332f5f6e4b03c9a25efd0b4
819,Cogs,5f493e72be37ce64d0ae36c2
820,Cogs,53e10d6368abd3c7065097cc
821,Cogs,5332f709e4b03c9a25efd0f1
822,Cogs,5332f709e4b03c9a25efd0f1
823,Cogs,5332f5fbe4b03c9a25efd0ba
824,Cogs,5332f5fbe4b03c9a25efd0ba
825,Cogs,5a734034e4b0d58f376be874
826,Cogs,5a734034e4b0d58f376be874
827,Cogs,5332fa12e4b03c9a25efd1e7
828,Cpgs,5332f7ffe4b03c9a25efd16b
829,Cogs,559c2234e4b06aca36af13c6
830,Cogs,5332f5fbe4b03c9a25efd0ba
831,Cogs,5f4cff1aa475f1050a66b566
832,Cpgs,5332f5f2e4b03c9a25efd0aa
833,Cogs,5f628214be37ce78e6e2efaa
834,Cpgs,53501d2ab9237fd7718f9e18
835,Cogs,53e10d6368abd3c7065097cc
836,Cogs,5332fa12e4b03c9a25efd1e7
837,Cogs,5d5d4fd16d5f3b23d1bc7905
838,Cogs,53e10d6368abd3c7065097cc
839,Cogs,53e10d6368abd3c7065097cc
840,Cogs,5332f709e4b03c9a25efd0f1
841,Cogs,559c2234e4b06aca36af13c6
842,Cogs,5ff75cdebe37ce1e961f328c
843,Cogs,5ff75cdebe37ce1e961f328c
844,Cogs,5ff75cdebe37ce1e961f328c
845,Cogs,5f504ac2be37ce0b793c9411
846,Cogs,5e5ea9cc9c50da1291a6d074
847,Cogs,5fcff304be37ce6d53dfc683
848,Cogs,5332f5fbe4b03c9a25efd0ba
849,Cogs,5332f5f3e4b03c9a25efd0ae
850,Cogs,53e10d6368abd3c7065097cc
851,Cogs,5332f709e4b03c9a25efd0f1
852,Cpgs,5332f5ebe4b03c9a25efd0a8
853,Cogs,5332f5fbe4b03c9a25efd0ba
854,Cogs,5f35a0bcbe37ce6853cff20a
855,Cpgs,5332f5f3e4b03c9a25efd0ae
856,Cogs,5332f5f6e4b03c9a25efd0b4
857,Cogs,559c2234e4b06aca36af13c6
858,Cpgs,5332f7a7e4b03c9a25efd134
859,Cogs,5fb6b608be37ce522e165cb9
860,Cogs,5332f5fbe4b03c9a25efd0ba
861,Cogs,5a734034e4b0d58f376be874
862,Cogs,5332fa12e4b03c9a25efd1e7
863,Cogs,5ff75cdebe37ce1e961f328c
864,Cogs,5ff768d4be37ce1e961f3299
865,Cogs,5d9b4f591dda2c6225a284aa
866,Cogs,5fd3ae1fbe37ce0d9386bb54
867,Cogs,5fd3ae1fbe37ce0d9386bb54
868,Cogs,5fd3ae1fbe37ce0d9386bb54
869,Cogs,5332fa12e4b03c9a25efd1e7
870,Cogs,5fd3ae20be37ce0d9386bb5a
871,Cogs,5fff3aa0be37ce2bb7930116
872,Cogs,6000a0c6be37ce2bb793011c
873,Cogs,5fff3aa0be37ce2bb7930116
874,Cogs,5fff3aa0be37ce2bb7930116
875,Cogs,5332fa12e4b03c9a25efd1e7
876,Cogs,5fff3aa0be37ce2bb7930116
877,Cogs,6000b8c3be37ce321363c6bf
878,Cogs,6000b8c3be37ce321363c6bf
879,Cogs,5332fa12e4b03c9a25efd1e7
880,Cogs,60019b82be37ce4f17e558d1
881,Cogs,5332f5fbe4b03c9a25efd0ba
882,Cpgs,5459429be4b0bfcb1e864082
883,Cogs,559c2234e4b06aca36af13c6
884,Cogs,5332f709e4b03c9a25efd0f1
885,Cogs,5fb6b608be37ce522e165cb9
886,Cogs,559c2234e4b06aca36af13c6
887,Cogs,5a734034e4b0d58f376be874
888,Cogs,5fcda494be37ce688e08b0cb
889,Cogs,53e10d6368abd3c7065097cc
890,Cogs,5f19e054be37ce33f74a166e
891,Cogs,5f493dabbe37ce64d0ae36ba
892,Cogs,5fd29590be37ce38bbbefb25
893,Cogs,5f493d85be37ce64d0ae36b1
894,Cogs,5332f5fbe4b03c9a25efd0ba
895,Cogs,5332f5f3e4b03c9a25efd0ae
896,Cogs,5332f709e4b03c9a25efd0f1
897,Cogs,5ff3842abe37ce2c56dacbab
898,Cogs,5ff3842bbe37ce2c56dacbad
899,Cogs,5d9b4f591dda2c6225a284aa
900,Cogs,6000b8c3be37ce321363c6bf
901,Cogs,6000b8c4be37ce321363c6c5
902,Cogs,5ff3842bbe37ce2c56dacbad
903,Cogs,5ff3842bbe37ce2c56dacbad
904,Cogs,5ff3842bbe37ce2c56dacbad
905,Cogs,5332fa12e4b03c9a25efd1e7
906,Cogs,5ff73cf9be37ce1e961f3256
907,Cogs,60019b82be37ce4f17e558d1
908,Cogs,5332fa12e4b03c9a25efd1e7
909,Cogs,60074260be37ce360be639f5
910,Cogs,60019b82be37ce4f17e558d1
911,Cogs,60019b83be37ce4f17e558d7
912,Cogs,60019b82be37ce4f17e558d1
913,Cogs,5ff8b5febe37ce4a13986613
914,Cogs,5332fa12e4b03c9a25efd1e7
915,Cogs,5ffe2df8be37ce5e01754c1f
916,Cogs,5ffe2e38be37ce5e01754c21
917,Cogs,5332fa12e4b03c9a25efd1e7
918,Cogs,5ff8b5fbbe37ce4a1398660d
919,Cogs,5ffe2ce0be37ce5e01754c16
920,Cogs,5ff8b5fbbe37ce4a1398660d
921,Cogs,5ff8b5fbbe37ce4a1398660d
922,Cogs,5ffe2ca0be37ce5e01754c09
923,Cogs,5ffe2ca0be37ce5e01754c09
924,Cogs,5ffe2ca0be37ce5e01754c09
925,Cogs,5ffe2ca0be37ce5e01754c09
926,Cogs,5ff789d5be37ce786ba0f6a8
927,Cogs,5ff789c5be37ce786ba0f6a2
928,Cogs,5ff8b5fbbe37ce4a1398660d
929,Cogs,5332fa12e4b03c9a25efd1e7
930,Cogs,5ff789c5be37ce786ba0f6a2
931,Cogs,5ff789c5be37ce786ba0f6a2
932,Cogs,5332f5f3e4b03c9a25efd0ae
933,Cogs,5f441280be37ce5dbe9b7c7d
934,Cogs,53e10d6368abd3c7065097cc
935,Cpgs,5332f5ebe4b03c9a25efd0a8
936,Cogs,5d5d4fd16d5f3b23d1bc7905
937,Cogs,5332f5f6e4b03c9a25efd0b4
938,Cogs,5f493dabbe37ce64d0ae36ba
939,Cogs,5332fa12e4b03c9a25efd1e7
940,Cpgs,5332f712e4b03c9a25efd0f9
941,Cpgs,53e10d6368abd3c7065097cc
942,Cogs,5f7ba678be37ce23081c5296
943,Cogs,5c6d516795144c607914426e
944,Cpgs,5332f5f2e4b03c9a25efd0aa
945,Cogs,53e10d6368abd3c7065097cc
946,Cogs,5f99f720be37ce13da9eadec
947,Cogs,5d5d4fd16d5f3b23d1bc7905
948,Cogs,5332f709e4b03c9a25efd0f1
949,Cogs,5332f5fbe4b03c9a25efd0ba
950,Cogs,5332f5fbe4b03c9a25efd0ba
951,Cogs,5d5d4fd16d5f3b23d1bc7905
952,Cogs,559c2234e4b06aca36af13c6
953,Cogs,5332f709e4b03c9a25efd0f1
954,Cogs,559c2234e4b06aca36af13c6
955,Cogs,5f872bd3be37ce66db5dd982
956,Cogs,5d5d4fd16d5f3b23d1bc7905
957,Cogs,5332f5f6e4b03c9a25efd0b4
958,Cogs,5332f5f3e4b03c9a25efd0ae
959,Cpgs,5332f5ebe4b03c9a25efd0a8
960,Cogs,5d5d4fd16d5f3b23d1bc7905
961,Cogs,5ea07defbe37ce3e45b6a780
962,Cogs,5332f5fbe4b03c9a25efd0ba
963,Cogs,5f99f71bbe37ce13da9eade6
964,Cogs,559c2234e4b06aca36af13c6
965,Cpgs,5332f5ebe4b03c9a25efd0a8
966,Cogs,5f7ba644be37ce23081c5289
967,Cogs,559c2234e4b06aca36af13c6
968,Cpgs,5332f7a7e4b03c9a25efd134
969,Cogs,5f403232be37ce5f78d9ed1a
970,Cogs,5fb6d381be37ce522e165cbd
971,Cogs,5fb6d381be37ce522e165cbd
972,Cpgs,5332f5ebe4b03c9a25efd0a8
973,Cogs,5fd2a0bfbe37ce49eb72c0ef
974,Cpgs,53501d2ab9237fd7718f9e1a
975,Cogs,5332f709e4b03c9a25efd0f1
976,Cogs,5332f5f6e4b03c9a25efd0b4
977,Cogs,5d9b4f591dda2c6225a284aa
978,Cogs,550b2565e4b001d5e9e4146f
979,Cogs,5f5bc4f1be37ce17125ac0e6
980,Cogs,5fc54c0abe37ce1911dbb3b1
981,Cogs,5332f5fbe4b03c9a25efd0ba
982,Cogs,559c2234e4b06aca36af13c6
983,Cogs,5332f5fbe4b03c9a25efd0ba
984,Cogs,5332fa12e4b03c9a25efd1e7
985,Cogs,5332f5f6e4b03c9a25efd0b4
986,Cogs,559c2234e4b06aca36af13c6
987,Cogs,559c2234e4b06aca36af13c6
988,Cogs,5332f709e4b03c9a25efd0f1
989,Cogs,5f4a7a5bbe37ce2d95e65c9f
990,Cogs,559c2234e4b06aca36af13c6
991,Cpgs,5332f7a7e4b03c9a25efd134
992,Cogs,5332fa12e4b03c9a25efd1e7
993,Cogs,5f4a64e7be37ce17d23b3178
994,Cogs,5332f5f6e4b03c9a25efd0b4
995,Cogs,5e28b81cee7f2d697e835bcd
996,Cogs,5d9b4f591dda2c6225a284aa
997,Cogs,5332f5f3e4b03c9a25efd0ae
998,Cogs,5332f5f6e4b03c9a25efd0b4
999,Cogs,5a734034e4b0d58f376be874
1000,Cpgs,55b62995e4b0d8e685c14213
1001,Cogs,53e10d6368abd3c7065097cc
1002,Cogs,5a734034e4b0d58f376be874
1003,Cogs,5fc54c0abe37ce1911dbb3b1
1004,Cogs,5e5ea9cc9c50da1291a6d074
1005,Cogs,5332f5f3e4b03c9a25efd0ae
1006,Cogs,5d5d4fd16d5f3b23d1bc7905
1007,Cogs,53e10d6368abd3c7065097cc
1008,Cogs,5fa98944be37ce239d1070ff
1009,Cogs,53e10d6368abd3c7065097cc
1010,Cogs,5332fa12e4b03c9a25efd1e7
1011,Cogs,53e10d6368abd3c7065097cc
1012,Cogs,5c45f8b087ff3552f950f026
1013,Cpgs,5332f7a7e4b03c9a25efd134
1014,Cogs,53e10d6368abd3c7065097cc
1015,Cogs,55b62995e4b0d8e685c14213
1016,Cpgs,5332f5ebe4b03c9a25efd0a8
1017,Cogs,559c2234e4b06aca36af13c6
1018,Cogs,5332f5fbe4b03c9a25efd0ba
1019,Cogs,5332f5fbe4b03c9a25efd0ba
1020,Cogs,5332f5f6e4b03c9a25efd0b4
1021,Cogs,5f4a7a5bbe37ce2d95e65c9f
1022,Cpgs,5332f5ebe4b03c9a25efd0a8
1023,Cogs,5c6c2ee995144c6db8fe1976
1024,Cogs,5f403231be37ce5f78d9ed14
1025,Cogs,5a734034e4b0d58f376be874
1026,Cogs,559c2234e4b06aca36af13c6
1027,Cogs,56462469e4b0c05761111936
1028,Cogs,60074277be37ce360be639fe
1029,Cogs,5332f5fbe4b03c9a25efd0ba
1030,Cogs,5332f5f6e4b03c9a25efd0b4
1031,Cogs,5fa1c567be37ce402c4618ef
1032,Cogs,5d5d4fd16d5f3b23d1bc7905
1033,Cogs,5332f5f3e4b03c9a25efd0ae
1034,Cogs,5332f709e4b03c9a25efd0f1
1035,Cogs,5332f709e4b03c9a25efd0f1
1036,Cogs,55b62995e4b0d8e685c14213
1037,Cogs,5f513ea0be37ce21f1287c01
1038,Cogs,53e10d6368abd3c7065097cc
1039,Cogs,5e28b81cee7f2d697e835bcd
1040,Cogs,5332f5f3e4b03c9a25efd0ae
1041,Cpgs,5332f5ebe4b03c9a25efd0a8
1042,Cogs,5332fa12e4b03c9a25efd1e7
1043,Cogs,5fcff304be37ce6d53dfc683
1044,Cogs,5e28b81cee7f2d697e835bcd
1045,Cogs,5f9770c0be37ce03d08a2d89
1046,Cogs,53e10d6368abd3c7065097cc
1047,Cpgs,5332fa12e4b03c9a25efd1e7
1048,Cogs,5d5d4fd16d5f3b23d1bc7905
1049,Cogs,5f493682be37ce52f8314fcb
1050,Cpgs,5332f7ffe4b03c9a25efd16b
1051,Cogs,5fda3711be37ce09e351596d
1052,Cogs,5fd7f2b3be37ce7339755868
1053,Cogs,5332f709e4b03c9a25efd0f1
1054,Cogs,559c2234e4b06aca36af13c6
1055,Cogs,5a734034e4b0d58f376be874
1056,Cogs,5fb6b608be37ce522e165cb9
1057,Cogs,5332f709e4b03c9a25efd0f1
1058,Cogs,550b2565e4b001d5e9e4146f
1059,Cogs,5f7760f0be37ce1d26d7b7a2
1060,Cogs,5f7ba914be37ce2f290fb24f
1061,Cogs,5332f5fbe4b03c9a25efd0ba
1062,Cogs,5fb6b608be37ce522e165cb9
1063,Cogs,5f7ba932be37ce2f290fb251
1064,Cogs,550b2565e4b001d5e9e4146f
1065,Cogs,550b2565e4b001d5e9e4146f
1066,Cogs,5fd2a0bfbe37ce49eb72c0ef
1067,Cpgs,5332f7a7e4b03c9a25efd134
1068,Cogs,559c2234e4b06aca36af13c6
1069,Cogs,5d5d4fd16d5f3b23d1bc7905
1070,Cogs,559c2234e4b06aca36af13c6
1071,Cogs,559c2234e4b06aca36af13c6
1072,Cogs,559c2234e4b06aca36af13c6
1073,Cpgs,5332fa58e4b03c9a25efd215
1074,Cogs,5459429be4b0bfcb1e864082
1075,Cogs,5a734034e4b0d58f376be874
1076,Cogs,5fb6d381be37ce522e165cbd
1077,Cogs,5fb6d381be37ce522e165cbd
1078,Cogs,5fb6d381be37ce522e165cbd
1079,Cogs,550b2565e4b001d5e9e4146f
1080,Cogs,559c2234e4b06aca36af13c6
1081,Cogs,5332f5f3e4b03c9a25efd0ae
1082,Cogs,559c2234e4b06aca36af13c6
1083,Cogs,5fb6b608be37ce522e165cb9
1084,Cogs,5f77274bbe37ce6b592e90b9
1085,Cogs,5332f5f3e4b03c9a25efd0ae
1086,Cogs,5332f709e4b03c9a25efd0f1
1087,Cogs,5f4a7a5bbe37ce2d95e65c9f
1088,Cpgs,5332f7a7e4b03c9a25efd134
1089,Cpgs,5332f7a7e4b03c9a25efd134
1090,Cogs,5f628214be37ce78e6e2efaa
1091,Cogs,5332f709e4b03c9a25efd0f1
1092,Cogs,53e10d6368abd3c7065097cc
1093,Cogs,5a734034e4b0d58f376be874
1094,Cogs,5332f5f6e4b03c9a25efd0b4
1095,Cogs,5332f5fbe4b03c9a25efd0ba
1096,Cogs,559c2234e4b06aca36af13c6
1097,Cpgs,5332f5ebe4b03c9a25efd0a8
1098,Cogs,5332f5f3e4b03c9a25efd0ae
1099,Cogs,5332f709e4b03c9a25efd0f1
1100,Cogs,5f441280be37ce5dbe9b7c7d
1101,Cpgs,5332f5f3e4b03c9a25efd0ae
1102,Cogs,5332f5fbe4b03c9a25efd0ba
1103,Cogs,5fd29590be37ce38bbbefb25
1104,Cpgs,5332f7a7e4b03c9a25efd134
1105,Cogs,5332f5fbe4b03c9a25efd0ba
1106,Cpgs,5332f5f2e4b03c9a25efd0aa
1107,Cogs,5a734034e4b0d58f376be874
1108,Cogs,5fcda494be37ce688e08b0cb
1109,Cogs,5332f5fbe4b03c9a25efd0ba
1110,Cogs,5a734034e4b0d58f376be874
1111,Cogs,53e10d6368abd3c7065097cc
1112,Cogs,5332fa12e4b03c9a25efd1e7
1113,Cogs,5332fa12e4b03c9a25efd1e7
1114,Cogs,5f4bf53dbe37ce0b44915540
1115,Cpgs,5332f5f2e4b03c9a25efd0aa
1116,Cogs,5332f5fbe4b03c9a25efd0ba
1117,Cogs,5332fa12e4b03c9a25efd1e7
1118,Cogs,5f43faabbe37ce3ef3fd3714
1119,Cogs,5f513ea0be37ce21f1287c01
1120,Cpgs,5332f5ebe4b03c9a25efd0a8
1121,Cpgs,5332f7a7e4b03c9a25efd134
1122,Cogs,5fb6b608be37ce522e165cb9
1123,Cpgs,5332f7a7e4b03c9a25efd134
1124,Cogs,5332f5fbe4b03c9a25efd0ba
1125,Cogs,60074277be37ce360be639fe
1126,Cogs,5f872b7fbe37ce66db5dd975
1127,Cogs,5f208daebe37ce7958c59520
1128,Cogs,5a734034e4b0d58f376be874
1129,Cogs,550b2565e4b001d5e9e4146f
1130,Cogs,5d5d4fd16d5f3b23d1bc7905
1131,Cogs,559c2234e4b06aca36af13c6
1132,Cogs,5332f5fbe4b03c9a25efd0ba
1133,Cogs,53e10d6368abd3c7065097cc
1134,Cogs,559c2234e4b06aca36af13c6
1135,Cogs,53e10d6368abd3c7065097cc
1136,Cogs,559c2234e4b06aca36af13c6
1137,Cogs,559c2234e4b06aca36af13c6
1138,Cogs,53e10d6368abd3c7065097cc
1139,Cogs,559c2234e4b06aca36af13c6
1140,Cogs,5a734034e4b0d58f376be874
1141,Cogs,5d5d4fd16d5f3b23d1bc7905
1142,Cogs,5f10c05cbe37ce238c6cabaf
1143,Cpgs,5332f709e4b03c9a25efd0f1
1144,Cpgs,5332f7a7e4b03c9a25efd134
1145,Cogs,5f5bc4f1be37ce17125ac0e8
1146,Cpgs,5332fa12e4b03c9a25efd1e7
1147,Cogs,5332f5f3e4b03c9a25efd0ae
1148,Cogs,5332f5fbe4b03c9a25efd0ba
1149,Cogs,5332f5f6e4b03c9a25efd0b4
1150,Cogs,5d5d4fd16d5f3b23d1bc7905
1151,Cogs,5d5d4fd16d5f3b23d1bc7905
1152,Cogs,5f3e9172be37ce5a0e01b952
1153,Cogs,5332f709e4b03c9a25efd0f1
1154,Cogs,559c2234e4b06aca36af13c6
1155,Cogs,5332f709e4b03c9a25efd0f1
1156,Cogs,5fb6b608be37ce522e165cb9
1157,Cpgs,5332f5ebe4b03c9a25efd0a8
1158,Cogs,5f628214be37ce78e6e2efaa
1159,Cogs,5332f5fbe4b03c9a25efd0ba
1160,Cogs,559c2234e4b06aca36af13c6
1161,Cogs,5332f709e4b03c9a25efd0f1
1162,Cogs,5f77274dbe37ce6b592e90bf
1163,Cogs,53e10d6368abd3c7065097cc
1164,Cogs,5332fa12e4b03c9a25efd1e7
1165,Cogs,5332f5f6e4b03c9a25efd0b4
1166,Cogs,6026d757be37ce6369301467
